"PolicyNumber";"ProposalNumber";"Proses";"AgentCd";"productCd";"CreatedDate";"TransactionId"
"13324749";"9700131993";SWI;"01005612";U2Z;2020-12-23 04:24:22;d2dc3b0c-604e-4f4e-b9ea-715f4f3bd1f0
"13075631";"9000146636";SWI;"01004696";U2Z;2020-12-23 04:15:42;"236e18c7-ace5-4b41-bf0a-86f72ee901ef"
"13162068";"9000147384";SWI;"01004696";U2Z;2020-12-23 03:25:00;df849535-7147-49bc-9829-65ac2cf3ff93
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-22 02:34:07;dbe67f69-5590-4e45-a51e-299443f7cb2c
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 07:35:59;"2a22b84d-01df-4d30-98ee-37255e634724"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 07:35:41;"11a2be6f-e908-4398-bfdc-ca3c303f8929"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 07:35:19;e6091d45-466c-4c07-b5e7-06d675fd791a
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 06:00:11;baeff9ea-76cf-46a6-9c37-461ce28ae272
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:59:44;bfd443e1-b13c-4766-866a-ec5961925e87
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:59:15;cf9a1689-cc47-4230-96df-44b5e47bbe8b
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:58:43;d83e05be-59ee-4278-a151-25fa67e31a13
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:58:01;"36a04673-ac85-4728-b9d0-9a4b4ab498dc"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:57:36;"268c2203-566b-49ab-af24-5784fbf92e73"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:57:11;"38d98027-3f96-4ed9-b851-b381d587a200"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:56:49;"1fcc5327-402c-436b-8845-df31d5fdeb67"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:56:22;bc2ff023-0b60-441a-89b8-3ea8f5ab8261
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:54:42;"331ac673-2f10-4531-a455-07711dfbce0e"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:51:16;a16799a2-252a-4d92-806e-f2799e92dd43
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:48:16;"29031608-98cc-44ae-b304-420715d4cba7"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:47:35;c8a60bca-f0fc-4e2f-8ba5-999c2f3c175c
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 05:47:06;"8492b5be-6baa-46bb-a87b-5acdb3affb29"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 03:13:17;c2d58620-b2d9-4f13-a3fc-b5405d33df7d
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 03:08:23;"34bf6fdd-7b7c-456f-b07b-17fa399b13cc"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 03:06:19;"0a58c907-f489-41e1-bfd8-e7da00d9add4"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 03:03:44;"184131dc-37ab-41ef-a848-1c628d6a84bd"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 03:02:22;dc4930a8-746a-4319-b630-66f21a966ef6
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 03:00:28;"85ef7dfd-fa8f-462b-9381-1fc19a634f0f"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-21 02:59:48;"39136715-5233-4bf4-a008-1157989371d8"
"13430922";"9700145431";SWI;"01004384";U2N;2020-12-18 04:47:31;"91947af6-3594-4120-b4ad-f22d1d09a31d"
"12865023";"9000144915";SWI;"01004381";U2T;2020-12-18 04:44:08;f429f4d6-e3e8-428e-b9e8-8c2b1a137bf4
"13423091";"9700128140";SWI;"01004384";U2N;2020-12-18 04:35:12;d9e98bec-791a-47f9-a7e6-0957e09e622c
"13305907";"200284719";SWI;"01004479";U4K;2020-12-18 04:31:32;"3060c609-78ce-4242-ad0c-2f52f4c45ffc"
"13267748";"9000148554";SWI;"01004479";U4D;2020-12-18 04:25:15;eeb85db4-60b8-491c-80d0-c852dc6a22b3
"13249584";"9000148213";SWI;"01004479";U4D;2020-12-18 04:15:48;"514367ab-7c11-4fa6-a737-584e54732ad6"
"13201500";"9000147748";SWI;"01004479";U2V;2020-12-18 04:11:38;"7227197f-a22f-4962-952e-3525f18aebff"
"12326251";"9000045082";SWI;"01004479";U2V;2020-12-18 04:05:51;"188a54d6-c739-4660-90ee-ebdbfd56bc4e"
"11518658";"200108943";SWI;"01004479";U2V;2020-12-18 03:26:19;"482d46f9-6532-4fd8-b2f2-f0ab2354980b"
"11516375";"200108944";SWI;"01004479";U2V;2020-12-18 03:20:25;"311dcaad-5515-42c1-86ca-d7207657b9c2"
"13369797";"200289727";TUP;"01004479";U4K;2020-12-17 05:32:16;"359fa4e4-00eb-423b-ba15-7413dd3d8550"
"13273093";"9000148629";SWI;"01004384";U2N;2020-12-17 03:51:50;"9f47ab5e-72e0-4260-be6a-3527a6a8441f"
"13322810";"9700128949";SWI;"01004384";U2N;2020-12-17 03:41:40;"57e66da7-c330-424d-8269-23ff0d42254a"
